timestamp,operation,key,latency_ms,success,http_status,returned_version,expected_version,stale_read,time_since_last_write_ms
2026-04-03T16:42:28.243721-07:00,read,k11,0.674,true,200,15,15,false,9707.758
2026-04-03T16:42:29.458361-07:00,write,k5,1214.536,true,201,12,12,false,18194.186
2026-04-03T16:42:30.671725-07:00,write,k14,1213.211,true,201,14,14,false,8492.973
2026-04-03T16:42:31.884785-07:00,write,k3,1212.991,true,201,16,16,false,23043.081
2026-04-03T16:42:33.09939-07:00,write,k14,1214.457,true,201,15,15,false,2427.614
2026-04-03T16:42:34.312702-07:00,write,k13,1213.194,true,201,18,18,false,13349.266
2026-04-03T16:42:35.526297-07:00,write,k9,1213.398,true,201,18,18,false,19416.404
2026-04-03T16:42:36.739282-07:00,write,k19,1212.848,true,201,21,21,false,8496.303
2026-04-03T16:42:37.951024-07:00,write,k1,1211.581,true,201,16,16,false,31540.378
2026-04-03T16:42:39.162728-07:00,write,k2,1211.634,true,201,20,20,false,31535.371
2026-04-03T16:42:40.375236-07:00,write,k13,1212.347,true,201,19,19,false,6062.370
2026-04-03T16:42:41.588625-07:00,write,k2,1213.285,true,201,21,21,false,2425.764
2026-04-03T16:42:42.80066-07:00,write,k5,1211.944,true,201,13,13,false,13342.178
2026-04-03T16:42:44.014014-07:00,write,k16,1213.237,true,201,17,17,false,19406.723
2026-04-03T16:42:45.2281-07:00,write,k2,1213.968,true,201,22,22,false,3639.410
2026-04-03T16:42:46.440675-07:00,write,k1,1212.439,true,201,17,17,false,8489.598
2026-04-03T16:42:47.652086-07:00,write,k3,1211.289,true,201,17,17,false,15767.179
2026-04-03T16:42:48.863181-07:00,write,k19,1211.033,true,201,22,22,false,12123.768
2026-04-03T16:42:50.077873-07:00,write,k11,1214.569,true,201,16,16,false,31541.905
2026-04-03T16:42:51.290098-07:00,write,k10,1212.143,true,201,21,21,false,33966.576
2026-04-03T16:42:52.502776-07:00,write,k16,1212.483,true,201,18,18,false,8488.672
2026-04-03T16:42:53.716612-07:00,write,k14,1213.710,true,201,16,16,false,20617.123
2026-04-03T16:42:54.928765-07:00,write,k2,1212.076,true,201,23,23,false,9700.562
2026-04-03T16:42:56.14196-07:00,write,k6,1213.077,true,201,18,18,false,43663.813
2026-04-03T16:42:57.35612-07:00,write,k0,1213.874,true,201,11,11,false,52203.120
2026-04-03T16:42:58.57007-07:00,write,k0,1213.795,true,201,12,12,false,1213.832
2026-04-03T16:42:59.78411-07:00,write,k3,1213.914,true,201,18,18,false,12131.979
2026-04-03T16:43:00.995525-07:00,write,k15,1211.262,true,201,17,17,false,37602.864
2026-04-03T16:43:02.209357-07:00,write,k1,1213.758,true,201,18,18,false,15768.598
2026-04-03T16:43:03.421923-07:00,write,k19,1212.295,true,201,23,23,false,14558.647
2026-04-03T16:43:04.635234-07:00,write,k17,1213.156,true,201,13,13,false,38816.593
2026-04-03T16:43:05.848917-07:00,write,k13,1213.554,true,201,20,20,false,25473.598
2026-04-03T16:43:07.065884-07:00,write,k15,1216.835,true,201,18,18,false,6070.304
2026-04-03T16:43:08.279837-07:00,write,k9,1213.821,true,201,19,19,false,32753.427
2026-04-03T16:43:09.493108-07:00,write,k15,1213.133,true,201,19,19,false,2427.124
2026-04-03T16:43:10.705311-07:00,write,k9,1212.058,true,201,20,20,false,2425.367
2026-04-03T16:43:11.919242-07:00,write,k16,1213.839,true,201,19,19,false,19416.367
2026-04-03T16:43:13.132508-07:00,write,k17,1213.137,true,201,14,14,false,8497.174
2026-04-03T16:43:14.345409-07:00,write,k19,1212.791,true,201,24,24,false,10923.362
2026-04-03T16:43:15.558803-07:00,write,k18,1213.303,true,201,13,13,false,48527.752
2026-04-03T16:43:16.771815-07:00,write,k17,1212.857,true,201,15,15,false,3639.223
2026-04-03T16:43:17.985684-07:00,write,k2,1213.755,true,201,24,24,false,23056.825
2026-04-03T16:43:19.198811-07:00,write,k16,1213.061,true,201,20,20,false,7279.470
2026-04-03T16:43:20.412459-07:00,write,k1,1213.536,true,201,19,19,false,18202.857
2026-04-03T16:43:21.624848-07:00,write,k14,1212.292,true,201,17,17,false,27908.170
2026-04-03T16:43:22.839081-07:00,write,k0,1214.110,true,201,13,13,false,24268.911
2026-04-03T16:43:24.052824-07:00,write,k1,1213.598,true,201,20,20,false,3640.294
2026-04-03T16:43:25.265595-07:00,write,k7,1212.635,true,201,13,13,false,71577.029
2026-04-03T16:43:25.266473-07:00,read,k12,0.750,true,200,15,15,false,65517.345
2026-04-03T16:43:26.480494-07:00,write,k15,1213.946,true,201,20,20,false,16987.271
