timestamp,operation,key,latency_ms,success,http_status,returned_version,expected_version,stale_read,time_since_last_write_ms
2026-04-03T17:17:23.470119-07:00,read,k18,206.823,true,200,6,6,false,207.000
2026-04-03T17:17:23.678471-07:00,read,k11,208.266,true,200,3,3,false,417.965
2026-04-03T17:17:23.678837-07:00,write,k10,0.309,true,201,6,6,false,418.551
2026-04-03T17:17:23.67904-07:00,write,k0,0.174,true,201,5,5,false,424.639
2026-04-03T17:17:23.887532-07:00,read,k7,208.479,true,200,4,4,false,630.077
2026-04-03T17:17:24.099533-07:00,read,k13,211.882,true,200,4,4,false,837.605
2026-04-03T17:17:24.099954-07:00,write,k17,0.361,true,201,5,5,false,837.001
2026-04-03T17:17:24.100229-07:00,write,k2,0.254,true,201,6,6,false,845.360
2026-04-03T17:17:24.100412-07:00,write,k14,0.170,true,201,6,6,false,838.116
2026-04-03T17:17:24.100543-07:00,write,k1,0.121,true,201,8,8,false,845.876
2026-04-03T17:17:24.100656-07:00,write,k0,0.105,true,201,6,6,false,421.605
2026-04-03T17:17:24.100772-07:00,write,k13,0.101,true,201,5,5,false,838.841
2026-04-03T17:17:24.100878-07:00,write,k14,0.101,true,201,7,7,false,0.459
2026-04-03T17:17:24.310307-07:00,read,k16,209.420,true,200,3,3,false,1047.520
2026-04-03T17:17:24.310874-07:00,write,k0,0.463,true,201,7,7,false,210.207
2026-04-03T17:17:24.517591-07:00,read,k3,206.680,true,200,5,5,false,1262.469
2026-04-03T17:17:24.518141-07:00,write,k1,0.455,true,201,9,9,false,417.595
2026-04-03T17:17:24.518485-07:00,write,k6,0.277,true,201,6,6,false,1261.880
2026-04-03T17:17:24.72829-07:00,read,k19,209.771,true,200,4,4,false,1465.029
2026-04-03T17:17:24.728817-07:00,write,k1,0.385,true,201,10,10,false,210.640
2026-04-03T17:17:24.729093-07:00,write,k17,0.224,true,201,6,6,false,629.122
2026-04-03T17:17:24.937798-07:00,read,k9,208.643,true,200,8,8,false,1677.708
2026-04-03T17:17:25.148714-07:00,read,k3,210.802,true,200,5,5,false,1893.593
2026-04-03T17:17:25.355728-07:00,read,k14,206.903,true,200,7,7,false,1254.846
2026-04-03T17:17:25.356509-07:00,write,k12,0.630,true,201,6,6,false,2095.119
2026-04-03T17:17:25.356978-07:00,write,k2,0.411,true,201,7,7,false,1256.739
2026-04-03T17:17:25.357381-07:00,write,k17,0.278,true,201,7,7,false,628.230
2026-04-03T17:17:25.357597-07:00,write,k1,0.188,true,201,11,11,false,628.739
2026-04-03T17:17:25.357779-07:00,write,k2,0.162,true,201,8,8,false,0.723
2026-04-03T17:17:25.566458-07:00,read,k10,208.665,true,200,6,6,false,1887.603
2026-04-03T17:17:25.777156-07:00,read,k3,210.529,true,200,5,5,false,2522.034
2026-04-03T17:17:25.986623-07:00,read,k9,209.330,true,200,8,8,false,2726.533
2026-04-03T17:17:26.196055-07:00,read,k0,209.327,true,200,7,7,false,1885.150
2026-04-03T17:17:26.405649-07:00,read,k4,209.453,true,200,4,4,false,3150.322
2026-04-03T17:17:26.406704-07:00,write,k16,0.920,true,201,4,4,false,3143.912
2026-04-03T17:17:26.407496-07:00,write,k11,0.707,true,201,4,4,false,3146.986
2026-04-03T17:17:26.408204-07:00,write,k8,0.632,true,201,4,4,false,3148.577
2026-04-03T17:17:26.616283-07:00,read,k14,208.026,true,200,7,7,false,2515.398
2026-04-03T17:17:26.822597-07:00,read,k9,206.243,true,200,8,8,false,3562.502
2026-04-03T17:17:26.822963-07:00,write,k1,0.295,true,201,12,12,false,1465.348
2026-04-03T17:17:26.823442-07:00,write,k1,0.453,true,201,13,13,false,0.461
2026-04-03T17:17:27.031631-07:00,read,k11,208.126,true,200,4,4,false,624.078
2026-04-03T17:17:27.238784-07:00,read,k4,207.046,true,200,4,4,false,3983.456
2026-04-03T17:17:27.447306-07:00,read,k12,208.427,true,200,6,6,false,2090.754
2026-04-03T17:17:27.447744-07:00,write,k12,0.345,true,201,7,7,false,2091.189
2026-04-03T17:17:27.448031-07:00,write,k3,0.252,true,201,6,6,false,4192.901
2026-04-03T17:17:27.656427-07:00,read,k19,208.369,true,200,4,4,false,4393.133
2026-04-03T17:17:27.86536-07:00,read,k15,208.831,true,200,4,4,false,4602.705
2026-04-03T17:17:27.866009-07:00,write,k8,0.542,true,201,5,5,false,1457.756
2026-04-03T17:17:28.074503-07:00,read,k14,208.454,true,200,7,7,false,3973.614
2026-04-03T17:17:28.074849-07:00,write,k3,0.275,true,201,7,7,false,626.795
2026-04-03T17:17:28.280715-07:00,read,k5,205.836,true,200,6,6,false,5025.140
2026-04-03T17:17:28.487646-07:00,read,k18,206.823,true,200,6,6,false,5224.517
2026-04-03T17:17:28.4884-07:00,write,k1,0.652,true,201,14,14,false,1664.899
2026-04-03T17:17:28.694737-07:00,read,k19,206.294,true,200,4,4,false,5431.439
2026-04-03T17:17:28.900919-07:00,read,k14,206.135,true,200,7,7,false,4800.032
2026-04-03T17:17:29.109877-07:00,read,k17,208.765,true,200,7,7,false,3752.474
2026-04-03T17:17:29.111126-07:00,write,k3,1.112,true,201,8,8,false,1036.253
2026-04-03T17:17:29.318587-07:00,read,k7,207.395,true,200,4,4,false,6061.122
2026-04-03T17:17:29.526672-07:00,read,k1,207.958,true,200,14,14,false,1038.234
2026-04-03T17:17:29.527271-07:00,write,k15,0.522,true,201,5,5,false,6264.611
2026-04-03T17:17:29.527759-07:00,write,k0,0.399,true,201,8,8,false,5216.845
2026-04-03T17:17:29.734204-07:00,read,k18,206.380,true,200,6,6,false,6471.073
2026-04-03T17:17:29.942508-07:00,read,k7,208.235,true,200,4,4,false,6685.042
2026-04-03T17:17:30.151717-07:00,read,k10,209.081,true,200,6,6,false,6472.853
2026-04-03T17:17:30.361035-07:00,read,k3,209.191,true,200,8,8,false,1249.855
2026-04-03T17:17:30.571685-07:00,read,k2,210.550,true,200,8,8,false,5213.892
2026-04-03T17:17:30.5723-07:00,write,k4,0.473,true,201,5,5,false,7316.963
2026-04-03T17:17:30.779987-07:00,read,k10,207.611,true,200,6,6,false,7101.119
2026-04-03T17:17:30.78041-07:00,write,k15,0.353,true,201,6,6,false,1253.086
2026-04-03T17:17:30.781002-07:00,write,k18,0.520,true,201,7,7,false,7517.868
2026-04-03T17:17:30.781626-07:00,write,k0,0.549,true,201,9,9,false,1253.807
2026-04-03T17:17:30.782379-07:00,write,k18,0.674,true,201,8,8,false,1.328
2026-04-03T17:17:30.782893-07:00,write,k11,0.389,true,201,5,5,false,4375.329
2026-04-03T17:17:30.992593-07:00,read,k8,209.677,true,200,5,5,false,3126.548
2026-04-03T17:17:31.201544-07:00,read,k17,208.858,true,200,7,7,false,5844.138
2026-04-03T17:17:31.407561-07:00,read,k7,205.903,true,200,4,4,false,8150.090
2026-04-03T17:17:31.616029-07:00,read,k14,208.390,true,200,7,7,false,7515.137
2026-04-03T17:17:31.825527-07:00,read,k3,209.392,true,200,8,8,false,2714.343
